Id,SalePrice
1791,193418.02
1792,160540.84
1793,127230.35
1794,152322.73
1795,141389.75
1796,122928.1
1797,118781.5
1798,125122.055
1799,107349.53
1800,132640.4
1801,128528.36
1802,123121.46
1803,137348.23
1804,144452.0
1805,132322.1
1806,119834.04
1807,117472.93
1808,123612.195
1809,127410.27
1810,155785.16
1811,110260.51
1812,99461.086
1813,125045.625
1814,90639.59
1815,57184.223
1816,100648.484
1817,112743.016
1818,138709.38
1819,116096.805
1820,41132.44
1821,111516.28
1822,145853.23
1823,38972.99
1824,138622.83
1825,141502.55
1826,105141.46
1827,102587.47
1828,146308.86
1829,119276.29
1830,147885.88
1831,151054.11
1832,96825.76
1833,136005.86
1834,122378.05
1835,130411.3
1836,129015.664
1837,88485.3
1838,118161.305
1839,88802.24
1840,175028.45
1841,143618.6
1842,83523.31
1843,131029.38
1844,135294.34
1845,144544.1
1846,153472.11
1847,178466.48
1848,49726.203
1849,113495.266
1850,122945.56
1851,160554.77
1852,126786.6
1853,129263.945
1854,173760.8
1855,145986.0
1856,215735.0
1857,168759.11
1858,140808.83
1859,123979.27
1860,150204.86
1861,121731.055
1862,288268.1
1863,288175.44
1864,289200.34
1865,337684.53
1866,327722.94
1867,220575.9
1868,307059.7
1869,206584.75
1870,240211.33
1871,229304.17
1872,173867.06
1873,219569.47
1874,138577.67
1875,218463.73
1876,197059.1
1877,216861.44
1878,202226.67
1879,128210.234
1880,133657.86
1881,252083.53
1882,257067.78
1883,200844.27
1884,211389.48
1885,248629.61
1886,292406.38
1887,200634.38
1888,282462.53
1889,162781.38
1890,131788.56
1891,137658.77
1892,106522.836
1893,133996.53
1894,123997.84
1895,136406.14
1896,133340.52
1897,123094.63
1898,105769.02
1899,157220.36
1900,147828.34
1901,181078.95
1902,144439.06
1903,203195.67
1904,136283.03
1905,188296.81
1906,187219.25
1907,209478.6
1908,107921.68
1909,136416.86
1910,123275.16
1911,208345.95
1912,278509.0
1913,128983.95
1914,56097.32
1915,361437.56
1916,66014.45
1917,265646.4
1918,134721.08
1919,168315.67
1920,142690.97
1921,443701.12
1922,340779.75
1923,217516.72
1924,220665.53
1925,215142.3
1926,427889.06
1927,137460.11
1928,154591.98
1929,124181.49
1930,132944.89
1931,146395.19
1932,146226.44
1933,190451.39
1934,182639.78
1935,176283.7
1936,184594.6
1937,187818.8
1938,175926.22
1939,253876.84
1940,179506.42
1941,174467.23
1942,188078.9
1943,205129.7
1944,349430.25
1945,393737.1
1946,157247.27
1947,323641.3
1948,182084.83
1949,236403.73
1950,178834.52
1951,246080.67
1952,208403.8
1953,178308.11
1954,188788.6
1955,132657.16
1956,254856.08
1957,151092.81
1958,320397.06
1959,138187.02
1960,113250.164
1961,119990.05
1962,97911.69
1963,107870.37
1964,108759.21
1965,143991.64
1966,144294.53
1967,295097.25
1968,452798.44
1969,410467.0
1970,430821.3
1971,450004.25
1972,379637.94
1973,267111.8
1974,329118.06
1975,446672.53
1976,281375.94
1977,371274.7
1978,369452.75
1979,326214.28
1980,191356.44
1981,352144.34
1982,239582.45
1983,213672.81
1984,164435.5
1985,223173.77
1986,212659.38
1987,179926.31
1988,177659.17
1989,189161.4
1990,229118.62
1991,254100.03
1992,218758.8
1993,167369.36
1994,234283.78
1995,177758.19
1996,243541.84
1997,315542.44
1998,340360.6
1999,261256.62
2000,310827.5
2001,255670.28
2002,235111.23
2003,251559.95
2004,260580.52
2005,226807.97
2006,232592.02
2007,252977.92
2008,211440.12
2009,191417.34
2010,190221.05
2011,138981.53
2012,177194.67
2013,186492.7
2014,181591.88
2015,199927.0
2016,196305.16
2017,195982.02
2018,117188.945
2019,133795.5
2020,117858.766
2021,108183.13
2022,185428.4
2023,145068.27
2024,246600.64
2025,357690.75
2026,173831.67
2027,155097.28
2028,149982.52
2029,170348.2
2030,278654.5
2031,244858.12
2032,281185.84
2033,276764.28
2034,162577.23
2035,211567.05
2036,183779.53
2037,187494.47
2038,338127.72
2039,214382.69
2040,385778.1
2041,287941.0
2042,202659.17
2043,174380.11
2044,169827.44
2045,211602.44
2046,134435.38
2047,142864.44
2048,141053.12
2049,136859.6
2050,176860.31
2051,112461.46
2052,129641.836
2053,151050.06
2054,81569.586
2055,160066.52
2056,136112.5
2057,118001.77
2058,242860.23
2059,128652.39
2060,172972.83
2061,172522.42
2062,132447.3
2063,115331.32
2064,139850.9
2065,116722.66
2066,182790.02
2067,130506.56
2068,126138.445
2069,86111.484
2070,111750.57
2071,102365.42
2072,112717.68
2073,136236.33
2074,182042.3
2075,145049.67
2076,115932.88
2077,154946.22
2078,130268.38
2079,131215.52
2080,113951.11
2081,127459.445
2082,117900.46
2083,144066.55
2084,109130.78
2085,123860.62
2086,118130.516
2087,117732.56
2088,91667.91
2089,75637.25
2090,134378.88
2091,117862.18
2092,121359.0
2093,126842.266
2094,113209.81
2095,148833.94
2096,77691.16
2097,96883.84
2098,153026.58
2099,57555.133
2100,95565.76
2101,120407.12
2102,121532.766
2103,103306.17
2104,125261.44
2105,135569.39
2106,64664.383
2107,217488.03
2108,117531.44
2109,115364.52
2110,137168.9
2111,148244.38
2112,140923.33
2113,127580.77
2114,111824.22
2115,165679.48
2116,121574.984
2117,144046.88
2118,123934.44
2119,115029.02
2120,118939.086
2121,108450.04
2122,106814.445
2123,86059.76
2124,161022.36
2125,126247.72
2126,148797.89
2127,163108.55
2128,130494.98
2129,97770.84
2130,144904.02
2131,131313.27
2132,114326.02
2133,128462.24
2134,120467.11
2135,91059.88
2136,79849.97
2137,105460.6
2138,137290.5
2139,151157.42
2140,147700.28
2141,145407.5
2142,133503.9
2143,141783.23
2144,123219.484
2145,134800.19
2146,156936.5
2147,145938.12
2148,139265.08
2149,149078.7
2150,221084.22
2151,112706.34
2152,175330.53
2153,162405.0
2154,112799.734
2155,139316.95
2156,261026.11
2157,227102.47
2158,246918.47
2159,214335.34
2160,169052.44
2161,244011.42
2162,364348.5
2163,350037.16
2164,249237.62
2165,187769.25
2166,149004.55
2167,222284.48
2168,205979.94
2169,200668.12
2170,222377.7
2171,147243.83
2172,134298.48
2173,163095.25
2174,224157.73
2175,312096.7
2176,328683.34
2177,258303.48
2178,208147.78
2179,143237.31
2180,233934.92
2181,185740.27
2182,225039.4
2183,187765.81
2184,126985.28
2185,115398.85
2186,147610.7
2187,152659.36
2188,156171.14
2189,253072.94
2190,82418.8
2191,84772.34
2192,97589.77
2193,107596.32
2194,105082.586
2195,108391.81
2196,100762.555
2197,122663.02
2198,161502.55
2199,177745.52
2200,137231.47
2201,140144.2
2202,217578.94
2203,146625.53
2204,200509.61
2205,112178.19
2206,145408.81
2207,207158.5
2208,245693.8
2209,217385.95
2210,117955.734
2211,109670.36
2212,117101.97
2213,109211.14
2214,130688.66
2215,107446.234
2216,144313.75
2217,85997.04
2218,69305.05
2219,60127.32
2220,58738.727
2221,359030.8
2222,253744.58
2223,274006.28
2224,206218.69
2225,128497.14
2226,179968.05
2227,203679.83
2228,269980.34
2229,241565.1
2230,165158.44
2231,203605.73
2232,179774.69
2233,173227.89
2234,239997.55
2235,235476.67
2236,272369.56
2237,345137.34
2238,207405.55
2239,108916.95
2240,165470.69
2241,162001.11
2242,122331.14
2243,124019.71
2244,105173.08
2245,102579.3
2246,143523.56
2247,107139.734
2248,122082.08
2249,121751.17
2250,135286.75
2251,123788.516
2252,176537.05
2253,155416.48
2254,173340.47
2255,196425.69
2256,182029.36
2257,200006.06
2258,164162.19
2259,179146.72
2260,146299.05
2261,174245.61
2262,207457.08
2263,356447.12
2264,449401.88
2265,165458.45
2266,305505.97
2267,369835.75
2268,386471.9
2269,144096.94
2270,183979.67
2271,200885.56
2272,202365.39
2273,165870.75
2274,179399.81
2275,161247.16
2276,193636.05
2277,175842.1
2278,142375.66
2279,130307.984
2280,119080.234
2281,178168.83
2282,194969.11
2283,99706.94
2284,117462.44
2285,143946.08
2286,127723.19
2287,360486.4
2288,288451.88
2289,396862.28
2290,452748.1
2291,323169.84
2292,449496.16
2293,502724.7
2294,428119.38
2295,453629.75
2296,274152.4
2297,326531.1
2298,323178.22
2299,380172.97
2300,335003.28
2301,275209.0
2302,237939.97
2303,243068.8
2304,235793.12
2305,178934.39
2306,176934.11
2307,191122.38
2308,211574.42
2309,279186.0
2310,217783.84
2311,193024.12
2312,167243.31
2313,173427.56
2314,165186.94
2315,171759.36
2316,184007.16
2317,191162.5
2318,176250.06
2319,176478.7
2320,190524.19
2321,248904.72
2322,175012.08
2323,176489.23
2324,165912.62
2325,209952.33
2326,166089.53
2327,220058.5
2328,240669.92
2329,184575.2
2330,178153.11
2331,361445.25
2332,426793.4
2333,314176.6
2334,258542.53
2335,265317.4
2336,336400.22
2337,228448.67
2338,288574.0
2339,225429.11
2340,423319.6
2341,218511.7
2342,237330.83
2343,224799.52
2344,236208.6
2345,243044.66
2346,221536.45
2347,206867.34
2348,235224.39
2349,162650.31
2350,279675.44
2351,269082.84
2352,261619.12
2353,263089.78
2354,138569.05
2355,148508.92
2356,152691.23
2357,199914.73
2358,197922.7
2359,129437.74
2360,113178.11
2361,140160.61
2362,267749.0
2363,139279.06
2364,163796.86
2365,224057.06
2366,183666.36
2367,219998.52
2368,215438.25
2369,230262.7
2370,169859.44
2371,172805.88
2372,189064.47
2373,299269.3
2374,311674.47
2375,249160.89
2376,274767.9
2377,413028.6
2378,146389.53
2379,197149.55
2380,140927.3
2381,161053.67
2382,202316.39
2383,199430.05
2384,241201.56
2385,165509.19
2386,137040.94
2387,136925.88
2388,106177.8
2389,120373.82
2390,151046.61
2391,140798.38
2392,116486.14
2393,162895.67
2394,141655.61
2395,206328.5
2396,150808.53
2397,201286.8
2398,127192.516
2399,58879.227
2400,52211.07
2401,112085.73
2402,140654.36
2403,135171.25
2404,150588.62
2405,166256.2
2406,146310.72
2407,134921.38
2408,142165.7
2409,125073.66
2410,169580.92
2411,120754.05
2412,154111.84
2413,133615.6
2414,153179.39
2415,119264.77
2416,124854.39
2417,131630.5
2418,126422.26
2419,129239.7
2420,123860.49
2421,153078.53
2422,116827.9
2423,131207.95
2424,149861.08
2425,226074.34
2426,125550.57
2427,144297.47
2428,172624.14
2429,115420.26
2430,138159.95
2431,114192.92
2432,141651.23
2433,147440.81
2434,141487.34
2435,145205.7
2436,110920.77
2437,111995.16
2438,121829.414
2439,113236.695
2440,126024.57
2441,92014.01
2442,89422.88
2443,126391.016
2444,128883.55
2445,86168.28
2446,125074.74
2447,180217.48
2448,132659.27
2449,118020.266
2450,147126.83
2451,128776.086
2452,210468.83
2453,97856.84
2454,124970.87
2455,122444.39
2456,140056.05
2457,131561.31
2458,119017.02
2459,106366.46
2460,133972.94
2461,125888.81
2462,144313.58
2463,132277.11
2464,172144.61
2465,136858.0
2466,108982.47
2467,138678.36
2468,82153.79
2469,72047.445
2470,172406.2
2471,210594.6
2472,163488.92
2473,124954.555
2474,90646.2
2475,215711.55
2476,116390.82
2477,130484.41
2478,162269.69
2479,110466.32
2480,150793.05
2481,120381.24
2482,127431.305
2483,115052.92
2484,122441.67
2485,131257.69
2486,165018.22
2487,193721.61
2488,153445.92
2489,146894.8
2490,154212.88
2491,91342.14
2492,190161.17
2493,152363.92
2494,152514.27
2495,78253.414
2496,250151.34
2497,153264.7
2498,111489.36
2499,91382.086
2500,123879.68
2501,141568.05
2502,151902.17
2503,104998.65
2504,183071.17
2505,224662.1
2506,273140.94
2507,299814.47
2508,269916.62
2509,213531.34
2510,214168.9
2511,176435.69
2512,208949.02
2513,214126.14
2514,257251.38
2515,156371.66
2516,171210.58
2517,141141.98
2518,153639.34
2519,223776.16
2520,210958.78
2521,189020.27
2522,217086.03
2523,120391.98
2524,141397.28
2525,153766.17
2526,132268.48
2527,113878.51
2528,130482.95
2529,141765.98
2530,131358.62
2531,250146.19
2532,226195.3
2533,191777.86
2534,236228.14
2535,319899.03
2536,244860.22
2537,241413.16
2538,182308.47
2539,187044.94
2540,182515.42
2541,175158.42
2542,169343.97
2543,126418.25
2544,126432.76
2545,134801.36
2546,136805.17
2547,137199.06
2548,157947.6
2549,159854.66
2550,217701.0
2551,142416.69
2552,118900.734
2553,86055.58
2554,97444.91
2555,117952.18
2556,97976.75
2557,111425.76
2558,166680.34
2559,143528.47
2560,139016.73
2561,136179.73
2562,133192.12
2563,148270.62
2564,193884.19
2565,142954.44
2566,161465.95
2567,129941.28
2568,210661.97
2569,198775.97
2570,117068.25
2571,169502.94
2572,145542.17
2573,211662.05
2574,267787.1
2575,138078.03
2576,129086.516
2577,168595.05
2578,82334.65
2579,62485.223
2580,123379.15
2581,115633.47
2582,121580.31
2583,289469.75
2584,167450.9
2585,174769.1
2586,202290.83
2587,189731.0
2588,147127.7
2589,148274.77
2590,214644.22
2591,210579.6
2592,224360.75
2593,267262.53
2594,175451.39
2595,205548.83
2596,326386.97
2597,191679.72
2598,274811.28
2599,279882.72
2600,172959.33
2601,141989.1
2602,78050.5
2603,93508.43
2604,83026.09
2605,70787.44
2606,151449.89
2607,195411.69
2608,204456.95
2609,167069.8
2610,112967.69
2611,133116.33
2612,148648.39
2613,131651.3
2614,129325.99
2615,158596.03
2616,145846.5
2617,182882.25
2618,195189.22
2619,204055.83
2620,191180.73
2621,180048.73
2622,188010.77
2623,254686.44
2624,287630.5
2625,308781.1
2626,168089.86
2627,162236.39
2628,480192.53
2629,539818.2
2630,362541.56
2631,470941.62
2632,442299.16
2633,305934.38
2634,399342.5
2635,153790.06
2636,183882.92
2637,175977.81
2638,257733.61
2639,181625.97
2640,153545.5
2641,107604.43
2642,197987.1
2643,102547.2
2644,123861.91
2645,104672.625
2646,93381.664
2647,102196.95
2648,132040.39
2649,144797.17
2650,139792.31
2651,138616.84
2652,435894.34
2653,251888.97
2654,245177.88
2655,391928.88
2656,327865.94
2657,353212.5
2658,282867.62
2659,306200.25
2660,339935.4
2661,367880.62
2662,375343.78
2663,280714.03
2664,277322.34
2665,330702.16
2666,299060.4
2667,159873.98
2668,169997.98
2669,176474.27
2670,286452.28
2671,177245.08
2672,198541.92
2673,223308.69
2674,202553.73
2675,163308.19
2676,186234.97
2677,203227.3
2678,258553.94
2679,273441.88
2680,287818.47
2681,440513.94
2682,335053.8
2683,572939.75
2684,322447.1
2685,332146.56
2686,256433.19
2687,335773.88
2688,211874.6
2689,204773.67
2690,476532.44
2691,192199.34
2692,128701.66
2693,192904.3
2694,130433.836
2695,189234.4
2696,186490.05
2697,199978.11
2698,199276.02
2699,171682.83
2700,153792.14
2701,155035.39
2702,113547.66
2703,132578.42
2704,141856.67
2705,116092.97
2706,121683.234
2707,124663.64
2708,132074.78
2709,113326.57
2710,121848.805
2711,288835.25
2712,385777.34
2713,168707.97
2714,148661.89
2715,170280.95
2716,146311.17
2717,176410.23
2718,235919.72
2719,156505.06
2720,172322.84
2721,136028.6
2722,173116.62
2723,140928.11
2724,132528.22
2725,135353.06
2726,146496.4
2727,169360.84
2728,169741.6
2729,153293.81
2730,150406.61
2731,127740.59
2732,122748.8
2733,155177.19
2734,148538.6
2735,134073.61
2736,144530.0
2737,122375.79
2738,129135.7
2739,163834.73
2740,143029.62
2741,151101.16
2742,155282.05
2743,152926.86
2744,154547.23
2745,134825.36
2746,135296.06
2747,139563.5
2748,124980.19
2749,137685.94
2750,133260.33
2751,131705.69
2752,193774.88
2753,149973.3
2754,221030.78
2755,130227.88
2756,99910.04
2757,69737.04
2758,82326.29
2759,161233.47
2760,111646.72
2761,146905.52
2762,142380.22
2763,182935.5
2764,164633.31
2765,291376.9
2766,139066.67
2767,97523.82
2768,132744.86
2769,128327.25
2770,142272.89
2771,114177.1
2772,116792.836
2773,164617.73
2774,142863.75
2775,123940.6
2776,138103.23
2777,145556.03
2778,112381.47
2779,119266.58
2780,103146.74
2781,91962.875
2782,94833.055
2783,102562.945
2784,126714.44
2785,134165.52
2786,68712.375
2787,123257.99
2788,70061.25
2789,171952.42
2790,92373.98
2791,118988.64
2792,53101.76
2793,190430.02
2794,103407.58
2795,119512.17
2796,103390.76
2797,189562.67
2798,113663.79
2799,122377.15
2800,66022.92
2801,110062.57
2802,141148.11
2803,171048.78
2804,135419.94
2805,101644.87
2806,78688.94
2807,154569.12
2808,160303.77
2809,135264.0
2810,129466.33
2811,155349.88
2812,151540.94
2813,167517.08
2814,155574.27
2815,112697.43
2816,241299.58
2817,148986.83
2818,129294.875
2819,159007.14
2820,136147.88
2821,116333.38
2822,207370.48
2823,288484.53
2824,192694.72
2825,154866.11
2826,138868.97
2827,134704.9
2828,218261.17
2829,202306.17
2830,221692.22
2831,182135.39
2832,251311.77
2833,294219.34
2834,210656.78
2835,214513.4
2836,196112.98
2837,156403.92
2838,148232.97
2839,187594.14
2840,206451.78
2841,204120.02
2842,220821.3
2843,152767.53
2844,161387.16
2845,125427.445
2846,220213.45
2847,203361.78
2848,218430.9
2849,211376.23
2850,274176.38
2851,239213.6
2852,220749.75
2853,246424.25
2854,140682.72
2855,206412.02
2856,205951.2
2857,189470.47
2858,195410.3
2859,119904.57
2860,125646.37
2861,130185.24
2862,192620.12
2863,127806.75
2864,249791.89
2865,142432.47
2866,130578.23
2867,92029.23
2868,96918.59
2869,110943.305
2870,125537.56
2871,92297.49
2872,44749.484
2873,104804.42
2874,144877.2
2875,109352.625
2876,163490.1
2877,142226.48
2878,170133.62
2879,140363.66
2880,106440.59
2881,151662.42
2882,178685.3
2883,199683.53
2884,194290.11
2885,208747.38
2886,228250.06
2887,87345.04
2888,138615.14
2889,50808.29
2890,79938.69
2891,131102.05
2892,43461.754
2893,97795.086
2894,45840.246
2895,327324.78
2896,282964.88
2897,201016.45
2898,147836.77
2899,205562.23
2900,153950.61
2901,223201.77
2902,189084.88
2903,358998.4
2904,342439.84
2905,107114.67
2906,212077.86
2907,113249.53
2908,135550.05
2909,146057.73
2910,77812.79
2911,76784.375
2912,152649.9
2913,83922.055
2914,72892.54
2915,78605.27
2916,79222.766
2917,167942.44
2918,119779.8
2919,211755.19
